UnitID,UnitName,DistrictID,DistrictName,latitude,longitude,population
1028,Kuvempunagar PS,3,Mysuru,12.325407,76.661226,3001127
1029,Saraswathipuram PS,3,Mysuru,12.230028,76.685225,3001127
1030,Jayalakshmipuram PS,3,Mysuru,12.22848,76.615291,3001127
1031,Mandi PS,3,Mysuru,12.393705,76.6674,3001127
1032,Vidyaranyapuram PS,3,Mysuru,12.30719,76.676323,3001127
1033,Vijayanagar PS,3,Mysuru,12.36437,76.6946,3001127
1034,Bunder PS,4,Mangaluru,12.85991,74.76242,2089649
1035,Kadri PS,4,Mangaluru,12.877191,74.809548,2089649
1036,Panambur PS,4,Mangaluru,12.856297,74.944582,2089649
1037,Surathkal PS,4,Mangaluru,12.989374,74.818936,2089649
1038,Ullal PS,4,Mangaluru,12.945188,74.835126,2089649
1039,Kankanady PS,4,Mangaluru,12.99701,74.84777,2089649
1040,Barkur PS,4,Mangaluru,12.867076,74.805326,2089649
1041,Moodabidri PS,4,Mangaluru,12.926374,74.808548,2089649
1042,Mulki PS,4,Mangaluru,12.931017,74.935565,2089649
1043,Mangaluru Rural PS,4,Mangaluru,12.89398,74.799864,2089649
1044,Khade Bazar PS,5,Belagavi,15.949208,74.499605,4779661
1045,Camp PS,5,Belagavi,15.767882,74.407123,4779661
1046,Tilakwadi PS,5,Belagavi,15.77163,74.523189,4779661
1047,Malmaruti PS,5,Belagavi,15.908116,74.482132,4779661
1048,APMC Yard PS,5,Belagavi,15.762406,74.474024,4779661
1049,Udyambag PS,5,Belagavi,15.948924,74.503523,4779661
1050,Shahapur PS,5,Belagavi,15.943916,74.569856,4779661
1051,Belagavi Rural PS,5,Belagavi,15.751996,74.541844,4779661
1052,Suburban PS,6,Hubli-Dharwad,15.401042,75.131394,1847023
1053,Keshwapur PS,6,Hubli-Dharwad,15.318065,75.152192,1847023
1054,Vidyanagar PS,6,Hubli-Dharwad,15.28701,75.110953,1847023
1055,Old Hubballi PS,6,Hubli-Dharwad,15.355445,75.214763,1847023
1056,Kasabapeth PS,6,Hubli-Dharwad,15.439871,75.076678,1847023
1057,Ashok Nagar PS,6,Hubli-Dharwad,15.364817,75.05973,1847023
1058,Gokul Road PS,6,Hubli-Dharwad,15.447226,75.198104,1847023
1059,Bendigiri PS,6,Hubli-Dharwad,15.324389,75.15179,1847023
1060,Dharwad Town PS,6,Hubli-Dharwad,15.386494,75.054568,1847023
1061,Vidyagiri PS,6,Hubli-Dharwad,15.417202,75.131876,1847023
1062,Kalaburagi West PS,7,Kalaburagi,17.413399,76.854089,2566326
1063,Kalaburagi East PS,7,Kalaburagi,17.233595,76.92012,2566326
1064,Kalaburagi Central PS,7,Kalaburagi,17.27759,76.782474,2566326
1065,Kalaburagi Market PS,7,Kalaburagi,17.41909,76.751431,2566326
1066,Kalaburagi Rural 98 PS,7,Kalaburagi,17.336241,76.759452,2566326
1067,Kalaburagi West 22 PS,7,Kalaburagi,17.282711,76.908787,2566326
1068,Kalaburagi South PS,7,Kalaburagi,17.422573,76.920083,2566326
1069,Kalaburagi Traffic PS,7,Kalaburagi,17.37229,76.814098,2566326
1070,Bellary North PS,8,Bellary,15.12702,76.924915,2452595
1071,Bellary Rural PS,8,Bellary,15.088981,76.834205,2452595
1072,Bellary Town PS,8,Bellary,15.157062,76.867423,2452595
1073,Bellary Traffic PS,8,Bellary,15.040838,76.962968,2452595
1074,Bellary Traffic 9 PS,8,Bellary,15.220484,76.993327,2452595
1075,Bellary West 31 PS,8,Bellary,15.095095,76.918483,2452595
1076,Bellary West PS,8,Bellary,15.065862,77.008503,2452595
1077,Bellary Market PS,8,Bellary,15.154642,76.869999,2452595
1078,Raichur East PS,9,Raichur,16.269099,77.284382,1928812
1079,Raichur Rural PS,9,Raichur,16.239397,77.31716,1928812
1080,Raichur South PS,9,Raichur,16.201005,77.392115,1928812
1081,Raichur Town 52 PS,9,Raichur,16.253243,77.406419,1928812
1082,Raichur Traffic 25 PS,9,Raichur,16.145642,77.336023,1928812
1083,Raichur Women 36 PS,9,Raichur,16.200126,77.421197,1928812
1084,Raichur East 71 PS,9,Raichur,16.127182,77.376729,1928812
1085,Davanagere West PS,10,Davanagere,14.531606,76.015599,1945497
1086,Davanagere Traffic PS,10,Davanagere,14.397662,75.918928,1945497
1087,Davanagere South 8 PS,10,Davanagere,14.397327,75.822231,1945497
1088,Davanagere South PS,10,Davanagere,14.417441,75.978614,1945497
1089,Davanagere East PS,10,Davanagere,14.42145,75.961118,1945497
1090,Davanagere East 20 PS,10,Davanagere,14.40238,75.86534,1945497
1091,Davanagere Town PS,10,Davanagere,14.480236,75.930239,1945497
1092,Shivamogga North PS,11,Shivamogga,13.841333,75.584936,1752753
1093,Shivamogga West PS,11,Shivamogga,14.013777,75.574325,1752753
1094,Shivamogga Town PS,11,Shivamogga,14.022056,75.484122,1752753
1095,Shivamogga Women PS,11,Shivamogga,13.843604,75.481692,1752753
1096,Shivamogga Traffic PS,11,Shivamogga,13.910655,75.656419,1752753
1097,Shivamogga Market PS,11,Shivamogga,13.879143,75.587004,1752753
1098,Shivamogga Rural 54 PS,11,Shivamogga,13.961375,75.581145,1752753
1099,Tumakuru North PS,12,Tumakuru,13.426141,77.042452,2678980
1100,Tumakuru Traffic 34 PS,12,Tumakuru,13.318357,77.135938,2678980
1101,Tumakuru Central PS,12,Tumakuru,13.330645,77.187404,2678980
1102,Tumakuru Rural PS,12,Tumakuru,13.241063,77.125832,2678980
1103,Tumakuru Market PS,12,Tumakuru,13.438419,77.016252,2678980
1104,Tumakuru Traffic PS,12,Tumakuru,13.340377,77.028091,2678980
1105,Tumakuru Rural 32 PS,12,Tumakuru,13.313105,77.033149,2678980
1106,Tumakuru West PS,12,Tumakuru,13.379908,77.123936,2678980
1107,Hassan West PS,13,Hassan,12.908765,76.166621,1776421
1108,Hassan Central PS,13,Hassan,13.093551,76.023917,1776421
1109,Hassan Women PS,13,Hassan,12.960093,76.181143,1776421
1110,Hassan Women 35 PS,13,Hassan,12.963551,76.045326,1776421
1111,Hassan North PS,13,Hassan,12.947919,76.130048,1776421
1112,Hassan West 63 PS,13,Hassan,12.957424,76.184832,1776421
1113,Hassan Town PS,13,Hassan,12.92566,76.087915,1776421
1114,Mandya Central PS,14,Mandya,12.430617,76.861811,1805769
1115,Mandya Women PS,14,Mandya,12.549223,76.847491,1805769
1116,Mandya East PS,14,Mandya,12.532136,76.880637,1805769
1117,Mandya Town PS,14,Mandya,12.444175,76.98411,1805769
1118,Mandya West 5 PS,14,Mandya,12.588719,76.911602,1805769
1119,Mandya South 17 PS,14,Mandya,12.430166,76.86803,1805769
1120,Mandya North 27 PS,14,Mandya,12.558213,76.928487,1805769
1121,Kodagu North PS,15,Kodagu,12.393523,75.883727,554519
1122,Kodagu South PS,15,Kodagu,12.432267,75.856796,554519
1123,Kodagu Traffic PS,15,Kodagu,12.410421,75.902141,554519
1124,Kodagu Women PS,15,Kodagu,12.413783,75.711857,554519
1125,Kodagu South 86 PS,15,Kodagu,12.410313,75.86905,554519
1126,Chamarajanagara Central PS,16,Chamarajanagara,11.85794,76.980256,1020791
1127,Chamarajanagara South PS,16,Chamarajanagara,12.000533,77.011719,1020791
1128,Chamarajanagara Traffic PS,16,Chamarajanagara,11.866015,77.02369,1020791
1129,Chamarajanagara North PS,16,Chamarajanagara,11.887138,76.999069,1020791
1130,Chamarajanagara Traffic 4 PS,16,Chamarajanagara,11.958107,76.919693,1020791
1131,Chamarajanagara Rural 99 PS,16,Chamarajanagara,11.881925,76.968296,1020791
1132,Chikkamagaluru South PS,17,Chikkamagaluru,13.352004,75.840732,1137961
1133,Chikkamagaluru North PS,17,Chikkamagaluru,13.403947,75.695068,1137961
1134,Chikkamagaluru Central PS,17,Chikkamagaluru,13.251814,75.864507,1137961
1135,Chikkamagaluru Town 14 PS,17,Chikkamagaluru,13.335414,75.741137,1137961
1136,Chikkamagaluru South 78 PS,17,Chikkamagaluru,13.412947,75.695129,1137961
1137,Chikkamagaluru Market PS,17,Chikkamagaluru,13.254116,75.680877,1137961
1138,Uttara Kannada South PS,18,Uttara Kannada,14.708338,74.877615,1437169
1139,Uttara Kannada West PS,18,Uttara Kannada,14.845371,74.880553,1437169
1140,Uttara Kannada Traffic PS,18,Uttara Kannada,14.780844,74.706495,1437169
1141,Uttara Kannada North PS,18,Uttara Kannada,14.832631,74.825177,1437169
1142,Uttara Kannada Rural PS,18,Uttara Kannada,14.851951,74.752564,1437169
1143,Uttara Kannada Central PS,18,Uttara Kannada,14.841379,74.757737,1437169
1144,Uttara Kannada West 17 PS,18,Uttara Kannada,14.746368,74.825486,1437169
1145,Dakshina Kannada South PS,19,Dakshina Kannada,12.907264,75.203361,2089649
1146,Dakshina Kannada Market PS,19,Dakshina Kannada,12.885621,75.104015,2089649
1147,Dakshina Kannada Town PS,19,Dakshina Kannada,12.832575,75.064837,2089649
1148,Dakshina Kannada Market 84 PS,19,Dakshina Kannada,12.83625,75.111157,2089649
1149,Dakshina Kannada Traffic PS,19,Dakshina Kannada,12.874035,75.181547,2089649
1150,Dakshina Kannada Women PS,19,Dakshina Kannada,12.90357,75.079557,2089649
1151,Dakshina Kannada North 12 PS,19,Dakshina Kannada,12.935485,75.173028,2089649
1152,Dakshina Kannada Central PS,19,Dakshina Kannada,12.816728,75.062626,2089649
1153,Ramanagara Town PS,20,Ramanagara,12.624243,77.377987,1082636
1154,Ramanagara Market PS,20,Ramanagara,12.784948,77.195766,1082636
1155,Ramanagara South PS,20,Ramanagara,12.792227,77.296334,1082636
1156,Ramanagara East 52 PS,20,Ramanagara,12.663797,77.312412,1082636
1157,Ramanagara Rural 100 PS,20,Ramanagara,12.700029,77.216377,1082636
1158,Ramanagara West PS,20,Ramanagara,12.70791,77.292681,1082636
1159,Chikkaballapura Rural PS,21,Chikkaballapura,13.423792,77.787783,1255104
1160,Chikkaballapura West PS,21,Chikkaballapura,13.530078,77.74659,1255104
1161,Chikkaballapura East PS,21,Chikkaballapura,13.45503,77.771355,1255104
1162,Chikkaballapura South 71 PS,21,Chikkaballapura,13.421683,77.659332,1255104
1163,Chikkaballapura East 34 PS,21,Chikkaballapura,13.482855,77.795473,1255104
1164,Chikkaballapura Central PS,21,Chikkaballapura,13.485663,77.73176,1255104
1165,Kolar Traffic PS,22,Kolar,13.091619,78.044697,1536401
1166,Kolar Central PS,22,Kolar,13.083599,78.09637,1536401
1167,Kolar West PS,22,Kolar,13.052816,78.059366,1536401
1168,Kolar South PS,22,Kolar,13.17549,78.170484,1536401
1169,Kolar Rural PS,22,Kolar,13.119674,78.095376,1536401
1170,Kolar East PS,22,Kolar,13.119855,78.070567,1536401
1171,Yadgir South PS,23,Yadgir,16.742795,77.189259,1174271
1172,Yadgir Town PS,23,Yadgir,16.836246,77.188419,1174271
1173,Yadgir East 1 PS,23,Yadgir,16.853448,77.095023,1174271
1174,Yadgir South 69 PS,23,Yadgir,16.814403,77.144526,1174271
1175,Yadgir Market PS,23,Yadgir,16.844462,77.132946,1174271
1176,Yadgir Central PS,23,Yadgir,16.752067,77.041105,1174271
1177,Gadag North PS,24,Gadag,15.464975,75.691828,1064570
1178,Gadag Women PS,24,Gadag,15.499301,75.716108,1064570
1179,Gadag Market PS,24,Gadag,15.438025,75.713586,1064570
1180,Gadag Market 85 PS,24,Gadag,15.33662,75.66075,1064570
1181,Gadag East 24 PS,24,Gadag,15.341257,75.608021,1064570
1182,Gadag Traffic PS,24,Gadag,15.42214,75.5997,1064570
1183,Haveri South PS,25,Haveri,14.750051,75.491341,1597668
1184,Haveri Central 11 PS,25,Haveri,14.788461,75.450905,1597668
1185,Haveri Town PS,25,Haveri,14.894382,75.371092,1597668
1186,Haveri Rural PS,25,Haveri,14.850647,75.431451,1597668
1187,Haveri Traffic 26 PS,25,Haveri,14.862246,75.425367,1597668
1188,Haveri Traffic PS,25,Haveri,14.719644,75.434992,1597668
1189,Bagalkot Market PS,26,Bagalkot,16.271251,75.688807,1889752
1190,Bagalkot Central PS,26,Bagalkot,16.23508,75.629358,1889752
1191,Bagalkot Rural 100 PS,26,Bagalkot,16.24556,75.788744,1889752
1192,Bagalkot Rural PS,26,Bagalkot,16.197437,75.781577,1889752
1193,Bagalkot South 51 PS,26,Bagalkot,16.269994,75.635466,1889752
1194,Bagalkot Traffic 14 PS,26,Bagalkot,16.221139,75.656117,1889752
1195,Bagalkot Rural 73 PS,26,Bagalkot,16.238227,75.665241,1889752
1196,Bidar South PS,27,Bidar,17.942704,77.433691,1703300
1197,Bidar North PS,27,Bidar,17.81293,77.503912,1703300
1198,Bidar East PS,27,Bidar,17.831508,77.612058,1703300
1199,Bidar Women 56 PS,27,Bidar,17.845627,77.524249,1703300
1200,Bidar Central PS,27,Bidar,17.933582,77.603824,1703300
1201,Bidar East 56 PS,27,Bidar,17.975547,77.538395,1703300
1202,Bidar Traffic 12 PS,27,Bidar,17.866186,77.51006,1703300
1203,Vijayapura East PS,28,Vijayapura,16.84417,75.743638,2177331
1204,Vijayapura North PS,28,Vijayapura,16.73594,75.780191,2177331
1205,Vijayapura Women PS,28,Vijayapura,16.82771,75.680965,2177331
1206,Vijayapura Central PS,28,Vijayapura,16.798268,75.786064,2177331
1207,Vijayapura West 2 PS,28,Vijayapura,16.833525,75.648211,2177331
1208,Vijayapura Traffic PS,28,Vijayapura,16.874215,75.707716,2177331
1209,Vijayapura East 83 PS,28,Vijayapura,16.872568,75.699635,2177331
1210,Koppal Town PS,29,Koppal,15.265411,76.100019,1389920
1211,Koppal Traffic PS,29,Koppal,15.308041,76.172011,1389920
1212,Koppal East PS,29,Koppal,15.357495,76.124451,1389920
1213,Koppal West PS,29,Koppal,15.312958,76.196271,1389920
1214,Koppal Central PS,29,Koppal,15.308125,76.101808,1389920
1215,Koppal North 16 PS,29,Koppal,15.395376,76.245876,1389920
1216,Dharwad Women PS,30,Dharwad,15.397208,75.055521,1847023
1217,Dharwad Central PS,30,Dharwad,15.503817,75.103121,1847023
1218,Dharwad West PS,30,Dharwad,15.478258,75.103902,1847023
1219,Dharwad Traffic PS,30,Dharwad,15.418149,74.979976,1847023
1220,Dharwad Town 91 PS,30,Dharwad,15.465727,74.962662,1847023
1221,Dharwad Town PS,30,Dharwad,15.469572,75.047283,1847023
1222,Dharwad East 14 PS,30,Dharwad,15.533444,75.022613,1847023
1223,Dharwad East PS,30,Dharwad,15.454643,74.975941,1847023
1224,Chitradurga Town PS,31,Chitradurga,14.173496,76.474945,1659456
1225,Chitradurga Rural PS,31,Chitradurga,14.287423,76.382741,1659456
1226,Chitradurga Market 81 PS,31,Chitradurga,14.26029,76.332945,1659456
1227,Chitradurga Market PS,31,Chitradurga,14.312825,76.319636,1659456
1228,Chitradurga Traffic PS,31,Chitradurga,14.14669,76.455489,1659456
1229,Chitradurga Market 80 PS,31,Chitradurga,14.168137,76.407115,1659456
1230,Chitradurga East PS,31,Chitradurga,14.304701,76.362071,1659456
